source,target,approximate,no map,combination,scenario,choice list,target_descriptions,source_descriptions
36235,H348130,1,0,0,0,0,"Central retinal vein occlusion, bilateral, with macular edema",Central retinal vein occlusion
36235,H348131,1,0,0,0,0,"Central retinal vein occlusion, bilateral, with retinal neovascularization",Central retinal vein occlusion
36235,H348132,1,0,0,0,0,"Central retinal vein occlusion, bilateral, stable",Central retinal vein occlusion
36235,H348190,1,0,0,0,0,"Central retinal vein occlusion, unspecified eye, with macular edema",Central retinal vein occlusion
36235,H348191,1,0,0,0,0,"Central retinal vein occlusion, unspecified eye, with retinal neovascularization",Central retinal vein occlusion
36235,H348192,1,0,0,0,0,"Central retinal vein occlusion, unspecified eye, stable",Central retinal vein occlusion
36236,H348310,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, right eye, with macular edema",Venous tributary (branch) occlusion
36236,H348311,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, right eye, with retinal neovascularization",Venous tributary (branch) occlusion
36236,H348312,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, right eye, stable",Venous tributary (branch) occlusion
36236,H348320,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, left eye, with macular edema",Venous tributary (branch) occlusion
36236,H348321,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, left eye, with retinal neovascularization",Venous tributary (branch) occlusion
36236,H348322,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, left eye, stable",Venous tributary (branch) occlusion
36236,H348330,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, bilateral, with macular edema",Venous tributary (branch) occlusion
36236,H348331,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, bilateral, with retinal neovascularization",Venous tributary (branch) occlusion
36236,H348332,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, bilateral, stable",Venous tributary (branch) occlusion
36236,H348390,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, unspecified eye, with macular edema",Venous tributary (branch) occlusion
36236,H348391,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, unspecified eye, with retinal neovascularization",Venous tributary (branch) occlusion
36236,H348392,1,0,0,0,0,"Tributary (branch) retinal vein occlusion, unspecified eye, stable",Venous tributary (branch) occlusion
36237,H34829,1,0,0,0,0,"Venous engorgement, unspecified eye",Venous engorgement
36240,H3570,0,0,0,0,0,Unspecified separation of retinal layers,"Retinal layer separation, unspecified"
36241,H35719,1,0,0,0,0,"Central serous chorioretinopathy, unspecified eye",Central serous retinopathy
36242,H35729,1,0,0,0,0,"Serous detachment of retinal pigment epithelium, unspecified eye",Serous detachment of retinal pigment epithelium
36243,H35739,1,0,0,0,0,"Hemorrhagic detachment of retinal pigment epithelium, unspecified eye",Hemorrhagic detachment of retinal pigment epithelium
36250,H3530,0,0,0,0,0,Unspecified macular degeneration,"Macular degeneration (senile), unspecified"
36251,H353110,1,0,0,0,0,"Nonexudative age-related macular degeneration, right eye, stage unspecified",Nonexudative senile macular degeneration
36251,H353111,1,0,0,0,0,"Nonexudative age-related macular degeneration, right eye, early dry stage",Nonexudative senile macular degeneration
36251,H353112,1,0,0,0,0,"Nonexudative age-related macular degeneration, right eye, intermediate dry stage",Nonexudative senile macular degeneration
36251,H353113,1,0,0,0,0,"Nonexudative age-related macular degeneration, right eye, advanced atrophic without subfoveal involvement",Nonexudative senile macular degeneration
36251,H353114,1,0,0,0,0,"Nonexudative age-related macular degeneration, right eye, advanced atrophic with subfoveal involvement",Nonexudative senile macular degeneration
36251,H353120,1,0,0,0,0,"Nonexudative age-related macular degeneration, left eye, stage unspecified",Nonexudative senile macular degeneration
36251,H353121,1,0,0,0,0,"Nonexudative age-related macular degeneration, left eye, early dry stage",Nonexudative senile macular degeneration
36251,H353122,1,0,0,0,0,"Nonexudative age-related macular degeneration, left eye, intermediate dry stage",Nonexudative senile macular degeneration
36251,H353123,1,0,0,0,0,"Nonexudative age-related macular degeneration, left eye, advanced atrophic without subfoveal involvement",Nonexudative senile macular degeneration
36251,H353124,1,0,0,0,0,"Nonexudative age-related macular degeneration, left eye, advanced atrophic with subfoveal involvement",Nonexudative senile macular degeneration
36251,H353130,1,0,0,0,0,"Nonexudative age-related macular degeneration, bilateral, stage unspecified",Nonexudative senile macular degeneration
36251,H353131,1,0,0,0,0,"Nonexudative age-related macular degeneration, bilateral, early dry stage",Nonexudative senile macular degeneration
36251,H353132,1,0,0,0,0,"Nonexudative age-related macular degeneration, bilateral, intermediate dry stage",Nonexudative senile macular degeneration
36251,H353133,1,0,0,0,0,"Nonexudative age-related macular degeneration, bilateral, advanced atrophic without subfoveal involvement",Nonexudative senile macular degeneration
36251,H353134,1,0,0,0,0,"Nonexudative age-related macular degeneration, bilateral, advanced atrophic with subfoveal involvement",Nonexudative senile macular degeneration
36251,H353190,1,0,0,0,0,"Nonexudative age-related macular degeneration, unspecified eye, stage unspecified",Nonexudative senile macular degeneration
36251,H353191,1,0,0,0,0,"Nonexudative age-related macular degeneration, unspecified eye, early dry stage",Nonexudative senile macular degeneration
36251,H353192,1,0,0,0,0,"Nonexudative age-related macular degeneration, unspecified eye, intermediate dry stage",Nonexudative senile macular degeneration
36251,H353193,1,0,0,0,0,"Nonexudative age-related macular degeneration, unspecified eye, advanced atrophic without subfoveal involvement",Nonexudative senile macular degeneration
36251,H353194,1,0,0,0,0,"Nonexudative age-related macular degeneration, unspecified eye, advanced atrophic with subfoveal involvement",Nonexudative senile macular degeneration
36252,H353210,1,0,0,0,0,"Exudative age-related macular degeneration, right eye, stage unspecified",Exudative senile macular degeneration
36252,H353211,1,0,0,0,0,"Exudative age-related macular degeneration, right eye, with active choroidal neovascularization",Exudative senile macular degeneration
36252,H353212,1,0,0,0,0,"Exudative age-related macular degeneration, right eye, with inactive choroidal neovascularization",Exudative senile macular degeneration
36252,H353213,1,0,0,0,0,"Exudative age-related macular degeneration, right eye, with inactive scar",Exudative senile macular degeneration
36252,H353220,1,0,0,0,0,"Exudative age-related macular degeneration, left eye, stage unspecified",Exudative senile macular degeneration
36252,H353221,1,0,0,0,0,"Exudative age-related macular degeneration, left eye, with active choroidal neovascularization",Exudative senile macular degeneration
36252,H353222,1,0,0,0,0,"Exudative age-related macular degeneration, left eye, with inactive choroidal neovascularization",Exudative senile macular degeneration
36252,H353223,1,0,0,0,0,"Exudative age-related macular degeneration, left eye, with inactive scar",Exudative senile macular degeneration
36252,H353230,1,0,0,0,0,"Exudative age-related macular degeneration, bilateral, stage unspecified",Exudative senile macular degeneration
36252,H353231,1,0,0,0,0,"Exudative age-related macular degeneration, bilateral, with active choroidal neovascularization",Exudative senile macular degeneration
36252,H353232,1,0,0,0,0,"Exudative age-related macular degeneration, bilateral, with inactive choroidal neovascularization",Exudative senile macular degeneration
36252,H353233,1,0,0,0,0,"Exudative age-related macular degeneration, bilateral, with inactive scar",Exudative senile macular degeneration
36252,H353290,1,0,0,0,0,"Exudative age-related macular degeneration, unspecified eye, stage unspecified",Exudative senile macular degeneration
36252,H353291,1,0,0,0,0,"Exudative age-related macular degeneration, unspecified eye, with active choroidal neovascularization",Exudative senile macular degeneration
36252,H353292,1,0,0,0,0,"Exudative age-related macular degeneration, unspecified eye, with inactive choroidal neovascularization",Exudative senile macular degeneration
36252,H353293,1,0,0,0,0,"Exudative age-related macular degeneration, unspecified eye, with inactive scar",Exudative senile macular degeneration
36253,H35359,1,0,0,0,0,"Cystoid macular degeneration, unspecified eye",Cystoid macular degeneration
36254,H35349,1,0,0,0,0,"Macular cyst, hole, or pseudohole, unspecified eye","Macular cyst, hole, or pseudohole"
36255,H35389,1,0,0,0,0,"Toxic maculopathy, unspecified eye",Toxic maculopathy
36256,H35379,1,0,0,0,0,"Puckering of macula, unspecified eye",Macular puckering
36257,H35369,1,0,0,0,0,"Drusen (degenerative) of macula, unspecified eye",Drusen (degenerative)
36260,H3540,0,0,0,0,0,Unspecified peripheral retinal degeneration,"Peripheral retinal degeneration, unspecified"
36261,H35439,1,0,0,0,0,"Paving stone degeneration of retina, unspecified eye",Paving stone degeneration
36262,H35429,1,0,0,0,0,"Microcystoid degeneration of retina, unspecified eye",Microcystoid degeneration
36263,H35419,1,0,0,0,0,"Lattice degeneration of retina, unspecified eye",Lattice degeneration
36264,H35449,1,0,0,0,0,"Age-related reticular degeneration of retina, unspecified eye",Senile reticular degeneration
36265,H35459,1,0,0,0,0,"Secondary pigmentary degeneration, unspecified eye",Secondary pigmentary degeneration
36266,H35469,1,0,0,0,0,"Secondary vitreoretinal degeneration, unspecified eye",Secondary vitreoretinal degenerations
36270,H3550,0,0,0,0,0,Unspecified hereditary retinal dystrophy,"Hereditary retinal dystrophy, unspecified"
36271,H36,1,0,0,0,0,Retinal disorders in diseases classified elsewhere,Retinal dystrophy in systemic or cerebroretinal lipidoses
36272,H36,1,0,0,0,0,Retinal disorders in diseases classified elsewhere,Retinal dystrophy in other systemic disorders and syndromes
36273,H3551,0,0,0,0,0,Vitreoretinal dystrophy,Vitreoretinal dystrophies
36274,H3552,0,0,0,0,0,Pigmentary retinal dystrophy,Pigmentary retinal dystrophy
36275,H3553,0,0,0,0,0,Other dystrophies primarily involving the sensory retina,Other dystrophies primarily involving the sensory retina
36276,H3554,0,0,0,0,0,Dystrophies primarily involving the retinal pigment epithelium,Dystrophies primarily involving the retinal pigment epithelium
36277,H31101,1,0,0,0,0,"Choroidal degeneration, unspecified, right eye",Dystrophies primarily involving Bruch's membrane
36281,H3560,1,0,0,0,0,"Retinal hemorrhage, unspecified eye",Retinal hemorrhage
36282,H3589,1,0,0,0,0,Other specified retinal disorders,Retinal exudates and deposits
36283,H3581,0,0,0,0,0,Retinal edema,Retinal edema
36284,H3582,0,0,0,0,0,Retinal ischemia,Retinal ischemia
36285,H3589,1,0,0,0,0,Other specified retinal disorders,Retinal nerve fiber bundle defects
36289,H3589,1,0,0,0,0,Other specified retinal disorders,Other retinal disorders
3629,H359,0,0,0,0,0,Unspecified retinal disorder,Unspecified retinal disorder
36300,H30009,1,0,0,0,0,"Unspecified focal chorioretinal inflammation, unspecified eye","Focal chorioretinitis, unspecified"
36301,H30019,1,0,0,0,0,"Focal chorioretinal inflammation, juxtapapillary, unspecified eye","Focal choroiditis and chorioretinitis, juxtapapillary"
36303,H30029,1,0,0,0,0,"Focal chorioretinal inflammation of posterior pole, unspecified eye",Focal choroiditis and chorioretinitis of other posterior pole
36304,H30039,1,0,0,0,0,"Focal chorioretinal inflammation, peripheral, unspecified eye","Focal choroiditis and chorioretinitis, peripheral"
36305,H30019,1,0,0,0,0,"Focal chorioretinal inflammation, juxtapapillary, unspecified eye","Focal retinitis and retinochoroiditis, juxtapapillary"
36306,H30049,1,0,0,0,0,"Focal chorioretinal inflammation, macular or paramacular, unspecified eye","Focal retinitis and retinochoroiditis, macular or paramacular"
36307,H30029,1,0,0,0,0,"Focal chorioretinal inflammation of posterior pole, unspecified eye",Focal retinitis and retinochoroiditis of other posterior pole
36308,H30039,1,0,0,0,0,"Focal chorioretinal inflammation, peripheral, unspecified eye","Focal retinitis and retinochoroiditis, peripheral"
36310,H30109,1,0,0,0,0,"Unspecified disseminated chorioretinal inflammation, unspecified eye","Disseminated chorioretinitis, unspecified"
36311,H30119,1,0,0,0,0,"Disseminated chorioretinal inflammation of posterior pole, unspecified eye","Disseminated choroiditis and chorioretinitis, posterior pole"
36312,H30129,1,0,0,0,0,"Disseminated chorioretinal inflammation, peripheral, unspecified eye","Disseminated choroiditis and chorioretinitis, peripheral"
36313,H30139,1,0,0,0,0,"Disseminated chorioretinal inflammation, generalized, unspecified eye","Disseminated choroiditis and chorioretinitis, generalized"
36314,H30109,1,0,0,0,0,"Unspecified disseminated chorioretinal inflammation, unspecified eye","Disseminated retinitis and retinochoroiditis, metastatic"
36315,H30149,1,0,0,0,0,"Acute posterior multifocal placoid pigment epitheliopathy, unspecified eye","Disseminated retinitis and retinochoroiditis, pigment epitheliopathy"
36320,H3093,1,0,0,0,0,"Unspecified chorioretinal inflammation, bilateral","Chorioretinitis, unspecified"
36321,H3023,1,0,0,0,0,"Posterior cyclitis, bilateral",Pars planitis
36322,H30819,1,0,0,0,0,"Harada's disease, unspecified eye",Harada's disease
36330,H31009,1,0,0,0,0,"Unspecified chorioretinal scars, unspecified eye","Chorioretinal scar, unspecified"
36331,H31029,1,0,0,0,0,"Solar retinopathy, unspecified eye",Solar retinopathy
36332,H31019,1,0,0,0,0,"Macula scars of posterior pole (postinflammatory) (post-traumatic), unspecified eye",Other macular scars
36333,H31019,1,0,0,0,0,"Macula scars of posterior pole (postinflammatory) (post-traumatic), unspecified eye",Other scars of posterior pole
36334,H31099,1,0,0,0,0,"Other chorioretinal scars, unspecified eye",Peripheral scars
36335,H31099,1,0,0,0,0,"Other chorioretinal scars, unspecified eye",Disseminated scars
36340,H31109,1,0,0,0,0,"Choroidal degeneration, unspecified, unspecified eye","Choroidal degeneration, unspecified"
36341,H31119,1,0,0,0,0,"Age-related choroidal atrophy, unspecified eye",Senile atrophy of choroid
36342,H31129,1,0,0,0,0,"Diffuse secondary atrophy of choroid, unspecified eye",Diffuse secondary atrophy of choroid
36343,H3533,0,0,0,0,0,Angioid streaks of macula,Angioid streaks of choroid
36350,H3120,0,0,0,0,0,"Hereditary choroidal dystrophy, unspecified","Hereditary choroidal dystrophy or atrophy, unspecified"
36351,H3129,1,0,0,0,0,Other hereditary choroidal dystrophy,"Circumpapillary dystrophy of choroid, partial"
36352,H3129,1,0,0,0,0,Other hereditary choroidal dystrophy,"Circumpapillary dystrophy of choroid, total"
36353,H3122,1,0,0,0,0,Choroidal dystrophy (central areolar) (generalized) (peripapillary),"Central dystrophy of choroid, partial"
36354,H3122,1,0,0,0,0,Choroidal dystrophy (central areolar) (generalized) (peripapillary),"Central choroidal atrophy, total"
36355,H3121,0,0,0,0,0,Choroideremia,Choroideremia
36356,H3129,1,0,0,0,0,Other hereditary choroidal dystrophy,"Other diffuse or generalized dystrophy of choroid, partial"
36357,H3123,0,0,0,0,0,"Gyrate atrophy, choroid","Other diffuse or generalized dystrophy of choroid, total"
36361,H31309,1,0,0,0,0,"Unspecified choroidal hemorrhage, unspecified eye","Choroidal hemorrhage, unspecified"
36362,H31319,1,0,0,0,0,"Expulsive choroidal hemorrhage, unspecified eye",Expulsive choroidal hemorrhage
36363,H31329,1,0,0,0,0,"Choroidal rupture, unspecified eye",Choroidal rupture
36370,H31409,1,0,0,0,0,"Unspecified choroidal detachment, unspecified eye","Choroidal detachment, unspecified"
36371,H31429,1,0,0,0,0,"Serous choroidal detachment, unspecified eye",Serous choroidal detachment
36372,H31419,1,0,0,0,0,"Hemorrhagic choroidal detachment, unspecified eye",Hemorrhagic choroidal detachment
3638,H318,1,0,0,0,0,Other specified disorders of choroid,Other disorders of choroid
3639,H319,0,0,0,0,0,Unspecified disorder of choroid,Unspecified disorder of choroid
36400,H2000,0,0,0,0,0,Unspecified acute and subacute iridocyclitis,"Acute and subacute iridocyclitis, unspecified"
36401,H20019,1,0,0,0,0,"Primary iridocyclitis, unspecified eye",Primary iridocyclitis
36402,H20029,1,0,0,0,0,"Recurrent acute iridocyclitis, unspecified eye",Recurrent iridocyclitis
